a0001_eidx.npy,a0001_histo32.npy,a0001_labels.npy,a0001_medrgb_x.npy,a0001_medseg_gt.npy,a0001_medseg_x.npy,a0001_rgb_gt.npy,a0001_rgb_x.npy,a0001_segvec.npy,a0001_stdrgb_x.npy
a0002_eidx.npy,a0002_histo32.npy,a0002_labels.npy,a0002_medrgb_x.npy,a0002_medseg_gt.npy,a0002_medseg_x.npy,a0002_rgb_gt.npy,a0002_rgb_x.npy,a0002_segvec.npy,a0002_stdrgb_x.npy
a0004_eidx.npy,a0004_histo32.npy,a0004_labels.npy,a0004_medrgb_x.npy,a0004_medseg_gt.npy,a0004_medseg_x.npy,a0004_rgb_gt.npy,a0004_rgb_x.npy,a0004_segvec.npy,a0004_stdrgb_x.npy
a0006_eidx.npy,a0006_histo32.npy,a0006_labels.npy,a0006_medrgb_x.npy,a0006_medseg_gt.npy,a0006_medseg_x.npy,a0006_rgb_gt.npy,a0006_rgb_x.npy,a0006_segvec.npy,a0006_stdrgb_x.npy
a0007_eidx.npy,a0007_histo32.npy,a0007_labels.npy,a0007_medrgb_x.npy,a0007_medseg_gt.npy,a0007_medseg_x.npy,a0007_rgb_gt.npy,a0007_rgb_x.npy,a0007_segvec.npy,a0007_stdrgb_x.npy
a0008_eidx.npy,a0008_histo32.npy,a0008_labels.npy,a0008_medrgb_x.npy,a0008_medseg_gt.npy,a0008_medseg_x.npy,a0008_rgb_gt.npy,a0008_rgb_x.npy,a0008_segvec.npy,a0008_stdrgb_x.npy
a0009_eidx.npy,a0009_histo32.npy,a0009_labels.npy,a0009_medrgb_x.npy,a0009_medseg_gt.npy,a0009_medseg_x.npy,a0009_rgb_gt.npy,a0009_rgb_x.npy,a0009_segvec.npy,a0009_stdrgb_x.npy
a0010_eidx.npy,a0010_histo32.npy,a0010_labels.npy,a0010_medrgb_x.npy,a0010_medseg_gt.npy,a0010_medseg_x.npy,a0010_rgb_gt.npy,a0010_rgb_x.npy,a0010_segvec.npy,a0010_stdrgb_x.npy
a0011_eidx.npy,a0011_histo32.npy,a0011_labels.npy,a0011_medrgb_x.npy,a0011_medseg_gt.npy,a0011_medseg_x.npy,a0011_rgb_gt.npy,a0011_rgb_x.npy,a0011_segvec.npy,a0011_stdrgb_x.npy
a0012_eidx.npy,a0012_histo32.npy,a0012_labels.npy,a0012_medrgb_x.npy,a0012_medseg_gt.npy,a0012_medseg_x.npy,a0012_rgb_gt.npy,a0012_rgb_x.npy,a0012_segvec.npy,a0012_stdrgb_x.npy
a0014_eidx.npy,a0014_histo32.npy,a0014_labels.npy,a0014_medrgb_x.npy,a0014_medseg_gt.npy,a0014_medseg_x.npy,a0014_rgb_gt.npy,a0014_rgb_x.npy,a0014_segvec.npy,a0014_stdrgb_x.npy
a0015_eidx.npy,a0015_histo32.npy,a0015_labels.npy,a0015_medrgb_x.npy,a0015_medseg_gt.npy,a0015_medseg_x.npy,a0015_rgb_gt.npy,a0015_rgb_x.npy,a0015_segvec.npy,a0015_stdrgb_x.npy
a0016_eidx.npy,a0016_histo32.npy,a0016_labels.npy,a0016_medrgb_x.npy,a0016_medseg_gt.npy,a0016_medseg_x.npy,a0016_rgb_gt.npy,a0016_rgb_x.npy,a0016_segvec.npy,a0016_stdrgb_x.npy
a0017_eidx.npy,a0017_histo32.npy,a0017_labels.npy,a0017_medrgb_x.npy,a0017_medseg_gt.npy,a0017_medseg_x.npy,a0017_rgb_gt.npy,a0017_rgb_x.npy,a0017_segvec.npy,a0017_stdrgb_x.npy
a0018_eidx.npy,a0018_histo32.npy,a0018_labels.npy,a0018_medrgb_x.npy,a0018_medseg_gt.npy,a0018_medseg_x.npy,a0018_rgb_gt.npy,a0018_rgb_x.npy,a0018_segvec.npy,a0018_stdrgb_x.npy
a0019_eidx.npy,a0019_histo32.npy,a0019_labels.npy,a0019_medrgb_x.npy,a0019_medseg_gt.npy,a0019_medseg_x.npy,a0019_rgb_gt.npy,a0019_rgb_x.npy,a0019_segvec.npy,a0019_stdrgb_x.npy
a0021_eidx.npy,a0021_histo32.npy,a0021_labels.npy,a0021_medrgb_x.npy,a0021_medseg_gt.npy,a0021_medseg_x.npy,a0021_rgb_gt.npy,a0021_rgb_x.npy,a0021_segvec.npy,a0021_stdrgb_x.npy
a0022_eidx.npy,a0022_histo32.npy,a0022_labels.npy,a0022_medrgb_x.npy,a0022_medseg_gt.npy,a0022_medseg_x.npy,a0022_rgb_gt.npy,a0022_rgb_x.npy,a0022_segvec.npy,a0022_stdrgb_x.npy
a0023_eidx.npy,a0023_histo32.npy,a0023_labels.npy,a0023_medrgb_x.npy,a0023_medseg_gt.npy,a0023_medseg_x.npy,a0023_rgb_gt.npy,a0023_rgb_x.npy,a0023_segvec.npy,a0023_stdrgb_x.npy
a0025_eidx.npy,a0025_histo32.npy,a0025_labels.npy,a0025_medrgb_x.npy,a0025_medseg_gt.npy,a0025_medseg_x.npy,a0025_rgb_gt.npy,a0025_rgb_x.npy,a0025_segvec.npy,a0025_stdrgb_x.npy
a0026_eidx.npy,a0026_histo32.npy,a0026_labels.npy,a0026_medrgb_x.npy,a0026_medseg_gt.npy,a0026_medseg_x.npy,a0026_rgb_gt.npy,a0026_rgb_x.npy,a0026_segvec.npy,a0026_stdrgb_x.npy
a0027_eidx.npy,a0027_histo32.npy,a0027_labels.npy,a0027_medrgb_x.npy,a0027_medseg_gt.npy,a0027_medseg_x.npy,a0027_rgb_gt.npy,a0027_rgb_x.npy,a0027_segvec.npy,a0027_stdrgb_x.npy
a0028_eidx.npy,a0028_histo32.npy,a0028_labels.npy,a0028_medrgb_x.npy,a0028_medseg_gt.npy,a0028_medseg_x.npy,a0028_rgb_gt.npy,a0028_rgb_x.npy,a0028_segvec.npy,a0028_stdrgb_x.npy
a0030_eidx.npy,a0030_histo32.npy,a0030_labels.npy,a0030_medrgb_x.npy,a0030_medseg_gt.npy,a0030_medseg_x.npy,a0030_rgb_gt.npy,a0030_rgb_x.npy,a0030_segvec.npy,a0030_stdrgb_x.npy
a0031_eidx.npy,a0031_histo32.npy,a0031_labels.npy,a0031_medrgb_x.npy,a0031_medseg_gt.npy,a0031_medseg_x.npy,a0031_rgb_gt.npy,a0031_rgb_x.npy,a0031_segvec.npy,a0031_stdrgb_x.npy
a0032_eidx.npy,a0032_histo32.npy,a0032_labels.npy,a0032_medrgb_x.npy,a0032_medseg_gt.npy,a0032_medseg_x.npy,a0032_rgb_gt.npy,a0032_rgb_x.npy,a0032_segvec.npy,a0032_stdrgb_x.npy
a0033_eidx.npy,a0033_histo32.npy,a0033_labels.npy,a0033_medrgb_x.npy,a0033_medseg_gt.npy,a0033_medseg_x.npy,a0033_rgb_gt.npy,a0033_rgb_x.npy,a0033_segvec.npy,a0033_stdrgb_x.npy
a0034_eidx.npy,a0034_histo32.npy,a0034_labels.npy,a0034_medrgb_x.npy,a0034_medseg_gt.npy,a0034_medseg_x.npy,a0034_rgb_gt.npy,a0034_rgb_x.npy,a0034_segvec.npy,a0034_stdrgb_x.npy
a0036_eidx.npy,a0036_histo32.npy,a0036_labels.npy,a0036_medrgb_x.npy,a0036_medseg_gt.npy,a0036_medseg_x.npy,a0036_rgb_gt.npy,a0036_rgb_x.npy,a0036_segvec.npy,a0036_stdrgb_x.npy
a0037_eidx.npy,a0037_histo32.npy,a0037_labels.npy,a0037_medrgb_x.npy,a0037_medseg_gt.npy,a0037_medseg_x.npy,a0037_rgb_gt.npy,a0037_rgb_x.npy,a0037_segvec.npy,a0037_stdrgb_x.npy
a0038_eidx.npy,a0038_histo32.npy,a0038_labels.npy,a0038_medrgb_x.npy,a0038_medseg_gt.npy,a0038_medseg_x.npy,a0038_rgb_gt.npy,a0038_rgb_x.npy,a0038_segvec.npy,a0038_stdrgb_x.npy
a0039_eidx.npy,a0039_histo32.npy,a0039_labels.npy,a0039_medrgb_x.npy,a0039_medseg_gt.npy,a0039_medseg_x.npy,a0039_rgb_gt.npy,a0039_rgb_x.npy,a0039_segvec.npy,a0039_stdrgb_x.npy
a0041_eidx.npy,a0041_histo32.npy,a0041_labels.npy,a0041_medrgb_x.npy,a0041_medseg_gt.npy,a0041_medseg_x.npy,a0041_rgb_gt.npy,a0041_rgb_x.npy,a0041_segvec.npy,a0041_stdrgb_x.npy
a0043_eidx.npy,a0043_histo32.npy,a0043_labels.npy,a0043_medrgb_x.npy,a0043_medseg_gt.npy,a0043_medseg_x.npy,a0043_rgb_gt.npy,a0043_rgb_x.npy,a0043_segvec.npy,a0043_stdrgb_x.npy
a0044_eidx.npy,a0044_histo32.npy,a0044_labels.npy,a0044_medrgb_x.npy,a0044_medseg_gt.npy,a0044_medseg_x.npy,a0044_rgb_gt.npy,a0044_rgb_x.npy,a0044_segvec.npy,a0044_stdrgb_x.npy
